CVE-2015-0068,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0068 (MS15-009) Microsoft Internet Explorer 10 and 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0027, CVE-2015-0035, CVE-2015-0039, and CVE-2015-0052."
CVE-2015-0067,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0067 (MS15-009) Microsoft Internet Explorer 6 through 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability."
CVE-2015-0066,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0066 (MS15-009) Microsoft Internet Explorer 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0018, CVE-2015-0037, and CVE-2015-0040."
CVE-2015-0065,CWE-399,"OneTableDocumentStream remote code execution vulnerability - CVE-2015-0065 (MS15-012) Microsoft Word 2007 SP3 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted Office document, aka OneTableDocumentStream Remote Code Execution Vulnerability."
CVE-2015-0064,CWE-399,"Office remote code execution vulnerability - CVE-2015-0064 (MS15-012) Microsoft Word 2007 SP3, Office 2010 SP2, Word 2010 SP2, Word Automation Services in SharePoint Server 2010, Web Applications 2010 SP2, Word Viewer, and Office Compatibility Pack SP3 allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted Office document, aka Office Remote Code Execution Vulnerability."
CVE-2015-0063,CWE-399,"Excel remote code execution vulnerability - CVE-2015-0063 (MS15-012) Microsoft Excel 2007 SP3; the proofing tools in Office 2010 SP2; Excel 2010 SP2; Excel 2013 Gold, SP1, and RT; Excel Viewer; and Office Compatibility Pack SP3 allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted Office document, aka Excel Remote Code Execution Vulnerability."
CVE-2015-0056,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0056 (MS15-018) Microsoft Internet Explorer 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-1623 and CVE-2015-1626."
CVE-2015-0053,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0053 (MS15-009) Microsoft Internet Explorer 6 through 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0045."
CVE-2015-0052,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0052 (MS15-009) Microsoft Internet Explorer 10 and 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0027, CVE-2015-0035, CVE-2015-0039, and CVE-2015-0068."
CVE-2015-0050,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0050 (MS15-009) Microsoft Internet Explorer 8 and 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2014-8967 and CVE-2015-0044."
CVE-2015-0049,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0049 (MS15-009) Microsoft Internet Explorer 8 and 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability."
CVE-2015-0048,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0048 (MS15-009) Microsoft Internet Explorer 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0028."
CVE-2015-0046,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0046 (MS15-009) Microsoft Internet Explorer 9 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0038 and CVE-2015-0042."
CVE-2015-0045,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0045 (MS15-009) Microsoft Internet Explorer 6 through 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0053."
CVE-2015-0044,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0044 (MS15-009) Microsoft Internet Explorer 8 and 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2014-8967 and CVE-2015-0050."
CVE-2015-0043,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0043 (MS15-009) Microsoft Internet Explorer 8 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability."
CVE-2015-0042,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0042 (MS15-009) Microsoft Internet Explorer 9 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0038 and CVE-2015-0046."
CVE-2015-0041,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0041 (MS15-009) Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0017, CVE-2015-0020, CVE-2015-0022, CVE-2015-0026, CVE-2015-0030, CVE-2015-0031, and CVE-2015-0036."
CVE-2015-0040,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0040 (MS15-009) Microsoft Internet Explorer 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0018, CVE-2015-0037, and CVE-2015-0066."
CVE-2015-0039,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0039 (MS15-009) Microsoft Internet Explorer 10 and 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0027, CVE-2015-0035, CVE-2015-0052, and CVE-2015-0068."
CVE-2015-0038,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0038 (MS15-009) Microsoft Internet Explorer 9 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0042 and CVE-2015-0046."
CVE-2015-0037,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0037 (MS15-009) Microsoft Internet Explorer 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0018, CVE-2015-0040, and CVE-2015-0066."
CVE-2015-0036,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0036 (MS15-009) Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0017, CVE-2015-0020, CVE-2015-0022, CVE-2015-0026, CVE-2015-0030, CVE-2015-0031, and CVE-2015-0041."
CVE-2015-0035,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0035 (MS15-009) Microsoft Internet Explorer 10 and 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0027, CVE-2015-0039, CVE-2015-0052, and CVE-2015-0068."
CVE-2015-0032,CWE-399,"VBScript memory corruption vulnerability - CVE-2015-0032 (MS15-019) vbscript.dll in Microsoft VBScript 5.6 through 5.8, as used with Internet Explorer 8 through 11 and other products, allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka VBScript Memory Corruption Vulnerability."
CVE-2015-0031,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0031 (MS15-009) Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0017, CVE-2015-0020, CVE-2015-0022, CVE-2015-0026, CVE-2015-0030, CVE-2015-0036, and CVE-2015-0041."
CVE-2015-0030,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0030 (MS15-009) Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0017, CVE-2015-0020, CVE-2015-0022, CVE-2015-0026, CVE-2015-0031, CVE-2015-0036, and CVE-2015-0041."
CVE-2015-0029,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0029 (MS15-009) Microsoft Internet Explorer 6 and 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability."
CVE-2015-0028,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0028 (MS15-009) Microsoft Internet Explorer 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0048."
CVE-2015-0027,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0027 (MS15-009) Microsoft Internet Explorer 10 and 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0035, CVE-2015-0039, CVE-2015-0052, and CVE-2015-0068."
CVE-2015-0026,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0026 (MS15-009) Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0017, CVE-2015-0020, CVE-2015-0022, CVE-2015-0030, CVE-2015-0031, CVE-2015-0036, and CVE-2015-0041."
CVE-2015-0025,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0025 (MS15-009) Microsoft Internet Explorer 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0023."
CVE-2015-0023,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0023 (MS15-009) Microsoft Internet Explorer 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0025."
CVE-2015-0022,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0022 (MS15-009) Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0017, CVE-2015-0020, CVE-2015-0026, CVE-2015-0030, CVE-2015-0031, CVE-2015-0036, and CVE-2015-0041."
CVE-2015-0021,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0021 (MS15-009) Microsoft Internet Explorer 6 through 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability."
CVE-2015-0020,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0020 (MS15-009) Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0017, CVE-2015-0022, CVE-2015-0026, CVE-2015-0030, CVE-2015-0031, CVE-2015-0036, and CVE-2015-0041."
CVE-2015-0019,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0019 (MS15-009) Microsoft Internet Explorer 9 and 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability."
CVE-2015-0018,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0018 (MS15-009) Microsoft Internet Explorer 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0037, CVE-2015-0040, and CVE-2015-0066."
CVE-2015-0017,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2015-0017 (MS15-009) Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2015-0020, CVE-2015-0022, CVE-2015-0026, CVE-2015-0030, CVE-2015-0031, CVE-2015-0036, and CVE-2015-0041."
CVE-2015-0015,CWE-399,"Network policy server RADIUS implementation denial of service vulnerability - CVE-2015-0015 (MS15-007) Microsoft Windows Server 2003 SP2, Server 2008 SP2 and R2 SP1, and Server 2012 Gold and R2 allow remote attackers to cause a denial of service (system hang and RADIUS outage) via crafted username strings to (1) Internet Authentication Service (IAS) or (2) Network Policy Server (NPS), aka Network Policy Server RADIUS Implementation Denial of Service Vulnerability."
CVE-2014-6363,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2014-6363 (MS14-080) vbscript.dll in Microsoft VBScript 5.6 through 5.8, as used with Internet Explorer 6 through 11 and other products, allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka VBScript Memory Corruption Vulnerability."
CVE-2014-6353,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2014-6353 (MS14-065) Microsoft Internet Explorer 6 through 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability."
CVE-2014-6351,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2014-6351 (MS14-065) Microsoft Internet Explorer 8 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability."
CVE-2014-6348,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2014-6348 (MS14-065) Microsoft Internet Explorer 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2014-6342."
CVE-2014-6347,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2014-6347 (MS14-065) Microsoft Internet Explorer 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability."
CVE-2014-6344,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2014-6344 (MS14-065) Microsoft Internet Explorer 8 and 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability."
CVE-2014-6343,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2014-6343 (MS14-065) Microsoft Internet Explorer 9 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability."
CVE-2014-6342,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2014-6342 (MS14-065) Microsoft Internet Explorer 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2014-6348."
CVE-2014-6341,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2014-6341 (MS14-065) Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2014-4143."
CVE-2014-6337,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2014-6337 (MS14-065) Microsoft Internet Explorer 10 and 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability."
CVE-2014-6317,CWE-399,"Denial of service in Windows Kernel Mode Driver vulnerability - CVE-2014-6317 (MS14-079) Array index error in win32k.sys in the kernel-mode drivers in Microsoft Windows Server 2003 SP2, Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, and Windows RT Gold and 8.1 allows remote attackers to cause a denial of service (reboot) via a crafted TrueType font, aka Denial of Service in Windows Kernel Mode Driver Vulnerability."
CVE-2014-4143,CWE-399,"Internet Explorer memory corruption vulnerability - CVE-2014-4143 (MS14-065) Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka Internet Explorer Memory Corruption Vulnerability, a different vulnerability than CVE-2014-6341."
CVE-2014-4121,CWE-399,".NET Framework remote code execution vulnerability - CVE-2014-4121 (MS14-057) Microsoft .NET Framework 2.0 SP2, 3.5, 3.5.1, 4, 4.5, 4.5.1, and 4.5.2 does not properly parse internationalized resource identifiers, which allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted request to a .NET web application, aka .NET Framework Remote Code Execution Vulnerability."
CVE-2014-4115,CWE-399,"Windows disk partition driver elevation of privilege vulnerability - CVE-2014-4115 (MS14-063) fastfat.sys (aka the FASTFAT driver) in the kernel-mode drivers in Microsoft Windows Server 2003 SP2, Vista SP2, and Server 2008 SP2 does not properly allocate memory, which allows physically proximate attackers to execute arbitrary code or cause a denial of service (reserved-memory write) by connecting a crafted USB device, aka Microsoft Windows Disk Partition Driver Elevation of Privilege Vulnerability."
CVE-2014-4072,CWE-399,".NET framework denial of service vulnerability - CVE-2014-4072 (MS14-053) Microsoft .NET Framework 1.1 SP1, 2.0 SP2, 3.0 SP2, 3.5, 3.5.1, 4, 4.5, 4.5.1, and 4.5.2 does not properly use a hash table for request data, which allows remote attackers to cause a denial of service (resource consumption and ASP.NET performance degradation) via crafted requests, aka .NET Framework Denial of Service Vulnerability."
CVE-2014-4061,CWE-399,"Microsoft SQL Server stack overrun vulnerability - CVE-2014-4061 (MS14-044) Microsoft SQL Server 2008 SP3, 2008 R2 SP2, and 2012 SP1 does not properly control use of stack memory for processing of T-SQL batch commands, which allows remote authenticated users to cause a denial of service (daemon hang) via a crafted T-SQL statement, aka Microsoft SQL Server Stack Overrun Vulnerability."
CVE-2014-4060,CWE-399,"CSyncBasePlayer use after free vulnerability - CVE-2014-4060 (MS14-043) Use-after-free vulnerability in MCPlayer.dll in Microsoft Windows Media Center TV Pack for Windows Vista, Windows 7 SP1, and Windows Media Center for Windows 8 and 8.1 allows remote attackers to execute arbitrary code via a crafted Office document that triggers deletion of a CSyncBasePlayer object, aka CSyncBasePlayer Use After Free Vulnerability."
CVE-2014-2730,CWE-399," The XML parser in Microsoft Office 2007 SP3, 2010 SP1 and SP2, and 2013, and Office for Mac 2011, does not properly detect recursion during entity expansion, which allows remote attackers to cause a denial of service (memory consumption and persistent application hang) via a crafted XML document containing a large number of nested entity references, as demonstrated by a crafted text/plain e-mail message to Outlook, a similar issue to CVE-2003-1564."
CVE-2014-1814,CWE-399,"Windows installer repair vulnerability - CVE-2014-1814 (MS14-049) The Windows Installer in Microsoft Windows Server 2003 SP2, Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, and Windows RT Gold and 8.1 allows local users to gain privileges via a crafted application that invokes the repair feature for a different application, aka Windows Installer Repair Vulnerability."
CVE-2014-1770,CWE-399,"Internet Explorer Memory Corruption Vulnerability (CVE-2014-1770) - MS14-035 Use-after-free vulnerability in Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code via crafted JavaScript code that interacts improperly with a CollectGarbage function call on a CMarkup object allocated by the CMarkup::CreateInitialMarkup function."
CVE-2014-1765,CWE-399,"Internet Explorer Memory Corruption Vulnerability - CVE-2014-1765 (MS14-037) Multiple use-after-free vulnerabilities in Microsoft Internet Explorer 6 through 11 allow remote attackers to execute arbitrary code via unspecified vectors, as demonstrated by Sebastian Apelt and Andreas Schmidt during a Pwn2Own competition at CanSecWest 2014."
CVE-2014-1763,CWE-399,"Internet Explorer Memory Corruption Vulnerability - CVE-2014-1763 (MS14-037) Use-after-free vulnerability in Microsoft Internet Explorer 9 through 11 allows remote attackers to execute arbitrary code and bypass a sandbox protection mechanism via unspecified vectors, as demonstrated by VUPEN during a Pwn2Own competition at CanSecWest 2014."
CVE-2014-0322,CWE-399,"Internet Explorer Memory Corruption Vulnerability (CVE-2014-0322) - MS14-012 Use-after-free vulnerability in Microsoft Internet Explorer 9 and 10 allows remote attackers to execute arbitrary code via vectors involving crafted JavaScript code, CMarkup, and the onpropertychange attribute of a script element, as exploited in the wild in January and February 2014."
CVE-2014-0316,CWE-399,"LRPC ASLR Bypass Vulnerability - CVE-2014-0316 (MS14-047) Memory leak in the Local RPC (LRPC) server implementation in Microsoft Windows 7 SP1, Windows Server 2008 R2 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, and Windows RT Gold and 8.1 allows remote attackers to cause a denial of service (memory consumption) and bypass the ASLR protection mechanism via a crafted client that sends messages with an invalid data view, aka LRPC ASLR Bypass Vulnerability."
CVE-2014-0301,CWE-399,"DirectShow Memory Corruption Vulnerability - CVE-2014-0301 (MS14-013) Double free vulnerability in qedit.dll in DirectShow in Microsoft Windows XP SP2 and SP3, Windows Server 2003 SP2, Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, and Windows Server 2012 Gold and R2 allows remote attackers to execute arbitrary code via a crafted JPEG image, aka DirectShow Memory Corruption Vulnerability."
CVE-2013-7332,CWE-399," The Microsoft.XMLDOM ActiveX control in Microsoft Windows 8.1 and earlier does not properly detect recursion during entity expansion, which allows remote attackers to cause a denial of service (memory and CPU consumption) via a crafted XML document containing a large number of nested entity references, a similar issue to CVE-2003-1564."
CVE-2013-6801,CWE-399," Microsoft Word 2003 SP2 and SP3 on Windows XP SP3 allows remote attackers to cause a denial of service (CPU consumption) via a malformed .doc file containing an embedded image, as demonstrated by word2003forkbomb.doc, related to a fork bomb issue."
CVE-2013-5056,CWE-399,"Use-After-Free Vulnerability in Microsoft Scripting Runtime Object Library (CVE-2013-5056) - MS13-099 Use-after-free vulnerability in the Scripting Runtime Object Library in Microsoft Windows XP SP2 and SP3, Windows Server 2003 SP2, Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, and Windows RT Gold and 8.1 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site that is visited with Internet Explorer, aka Use-After-Free Vulnerability in Microsoft Scripting Runtime Object Library."
CVE-2013-3902,CWE-399,"Win32k Use After Free Vulnerability (CVE-2013-3902) - MS13-101 Use-after-free vulnerability in win32k.sys in the kernel-mode drivers in Microsoft Windows Server 2008 R2 SP1 and Windows 7 SP1 on 64-bit platforms allows local users to gain privileges via a crafted application, aka Win32k Use After Free Vulnerability."
CVE-2013-3897,CWE-399,"Internet Explorer Memory Corruption Vulnerability (CVE-2013-3897) - MS13-080 Use-after-free vulnerability in the CDisplayPointer class in mshtml.dll in Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via crafted JavaScript code that uses the onpropertychange event handler, as exploited in the wild in September and October 2013, aka Internet Explorer Memory Corruption Vulnerability."
CVE-2013-3893,CWE-399,"Internet Explorer Memory Corruption Vulnerability (CVE-2013-3893) - MS13-080 Use-after-free vulnerability in the SetMouseCapture implementation in mshtml.dll in Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code via crafted JavaScript strings, as demonstrated by use of an ms-help: URL that triggers loading of hxds.dll."
